repo,file,line,context
onex_change_control,/Users/jonah/Code/omni_home/onex_change_control/drift/dod_receipts/OMN-9215/dod-002/command.yaml,10,actual_output: 'contracts/OMN-9215.yaml present on PR #1353 head (see companion omnibase_infra commit
onex_change_control,/Users/jonah/Code/omni_home/onex_change_control/drift/dod_receipts/OMN-9215/dod-002/command.yaml,11,  staging contracts/OMN-9215.yaml).'
onex_change_control,/Users/jonah/Code/omni_home/onex_change_control/drift/dod_receipts/OMN-9420/dod-002/file_exists.yaml,5,check_value: contracts/OMN-9420.yaml
onex_change_control,/Users/jonah/Code/omni_home/onex_change_control/drift/dod_receipts/OMN-7537/dod-005/command.yaml,5,check_value: "test -f contracts/OMN-7537.yaml"
onex_change_control,/Users/jonah/Code/omni_home/onex_change_control/drift/dod_receipts/OMN-10449/dod-contract-validate/command.yaml,6,check_value: "uv run validate-yaml contracts/OMN-10449.yaml"
onex_change_control,/Users/jonah/Code/omni_home/onex_change_control/drift/dod_receipts/OMN-10449/dod-contract-validate/command.yaml,12,probe_command: "uv run validate-yaml contracts/OMN-10449.yaml"
onex_change_control,/Users/jonah/Code/omni_home/onex_change_control/drift/dod_receipts/OMN-10449/dod-contract-validate/command.yaml,15,probe_stdout: "[OK] contracts/OMN-10449.yaml (ticket_contract)"
onex_change_control,/Users/jonah/Code/omni_home/onex_change_control/drift/dod_receipts/OMN-9870/dod-004/command.yaml,6,check_value: "grep -q 'validate-yaml contracts/OMN-9870.yaml' drift/dod_receipts/OMN-9870/dod-004/command.yaml
onex_change_control,/Users/jonah/Code/omni_home/onex_change_control/drift/dod_receipts/OMN-9870/dod-004/command.yaml,14,probe_command: "cd /redacted/omni_home/omni_worktrees/OMN-9870/omnimarket && uv run validate-yaml contracts/OMN-9870.yaml
onex_change_control,/Users/jonah/Code/omni_home/onex_change_control/drift/dod_receipts/OMN-9870/dod-004/command.yaml,17,  uv run validate-yaml contracts/OMN-9870.yaml: PASS
onex_change_control,/Users/jonah/Code/omni_home/onex_change_control/contracts/OMN-7847.yaml,53,        check_value: "contracts/OMN-7847.yaml"
onex_change_control,/Users/jonah/Code/omni_home/onex_change_control/drift/dod_receipts/OMN-10130/dod-contract-parse/command.yaml,7,  PASS$' drift/dod_receipts/OMN-10130/dod-contract-parse/command.yaml && grep -q 'contracts/OMN-10130.yaml'
onex_change_control,/Users/jonah/Code/omni_home/onex_change_control/drift/dod_receipts/OMN-10130/dod-contract-parse/command.yaml,14,probe_command: "uv run python - <<'PY'\nimport yaml\nfrom pathlib import Path\npath = Path('contracts/OMN-10130.yaml')\nyaml.safe_load(path.read_text())\nprint(path)\nPY"
onex_change_control,/Users/jonah/Code/omni_home/onex_change_control/drift/dod_receipts/OMN-10130/dod-contract-parse/command.yaml,16,  contracts/OMN-10130.yaml
onex_change_control,/Users/jonah/Code/omni_home/onex_change_control/drift/dod_receipts/OMN-10387/dod-002/command.yaml,9,  && python - <<'PY'\nfrom pathlib import Path\nimport yaml\ndata = yaml.safe_load(Path('contracts/OMN-10387.yaml').read_text())\nassert
onex_change_control,/Users/jonah/Code/omni_home/onex_change_control/drift/dod_receipts/OMN-10387/dod-002/command.yaml,24,  PASS: focused ruff check passed for the OMN-10387 touched Python files  and contracts/OMN-10387.yaml
onex_change_control,/Users/jonah/Code/omni_home/onex_change_control/drift/dod_receipts/OMN-9410/dod-002/file_exists.yaml,5,check_value: contracts/OMN-9410.yaml
onex_change_control,/Users/jonah/Code/omni_home/onex_change_control/drift/dod_receipts/OMN-9241/dod-002/command.yaml,5,check_value: test -f contracts/OMN-9241.yaml
onex_change_control,/Users/jonah/Code/omni_home/onex_change_control/contracts/OMN-7451.yaml,47,        check_value: "contracts/OMN-7451.yaml"
onex_change_control,/Users/jonah/Code/omni_home/onex_change_control/contracts/OMN-8123.yaml,47,        check_value: "contracts/OMN-8123.yaml"
onex_change_control,/Users/jonah/Code/omni_home/onex_change_control/drift/dod_receipts/OMN-10447/dod-contract-validate/command.yaml,6,check_value: "uv run validate-yaml contracts/OMN-10447.yaml"
onex_change_control,/Users/jonah/Code/omni_home/onex_change_control/drift/dod_receipts/OMN-10447/dod-contract-validate/command.yaml,12,probe_command: "uv run validate-yaml contracts/OMN-10447.yaml"
onex_change_control,/Users/jonah/Code/omni_home/onex_change_control/drift/dod_receipts/OMN-10447/dod-contract-validate/command.yaml,15,probe_stdout: "[OK] contracts/OMN-10447.yaml (ticket_contract)"
onex_change_control,/Users/jonah/Code/omni_home/onex_change_control/drift/dod_receipts/OMN-10500/dod-infra-contract/command.yaml,6,check_value: "uv run validate-yaml contracts/OMN-10500.yaml"
onex_change_control,/Users/jonah/Code/omni_home/onex_change_control/drift/dod_receipts/OMN-10500/dod-infra-contract/command.yaml,12,probe_command: "cd omni_worktrees/OMN-10500/omnibase_infra && uv run validate-yaml contracts/OMN-10500.yaml"
onex_change_control,/Users/jonah/Code/omni_home/onex_change_control/drift/dod_receipts/OMN-10500/dod-infra-contract/command.yaml,16,  [OK] contracts/OMN-10500.yaml (ticket_contract)
onex_change_control,/Users/jonah/Code/omni_home/onex_change_control/drift/dod_receipts/OMN-9457/dod-002/file_exists.yaml,5,check_value: contracts/OMN-9457.yaml
onex_change_control,/Users/jonah/Code/omni_home/onex_change_control/drift/dod_receipts/OMN-9457/dod-002/file_exists.yaml,10,actual_output: contracts/OMN-9457.yaml exists
onex_change_control,/Users/jonah/Code/omni_home/onex_change_control/contracts/OMN-10080.yaml,15,    command: "test -f contracts/OMN-10080.yaml && test -f contracts/OMN-10081.yaml && test -f contracts/OMN-10082.yaml
onex_change_control,/Users/jonah/Code/omni_home/onex_change_control/contracts/OMN-10080.yaml,16,      && test -f contracts/OMN-10083.yaml && test -f contracts/OMN-10084.yaml && test -f contracts/OMN-10085.yaml"
onex_change_control,/Users/jonah/Code/omni_home/onex_change_control/contracts/OMN-10080.yaml,19,    command: "uv run validate-yaml contracts/OMN-10080.yaml contracts/OMN-10081.yaml contracts/OMN-10082.yaml
onex_change_control,/Users/jonah/Code/omni_home/onex_change_control/contracts/OMN-10080.yaml,20,      contracts/OMN-10083.yaml contracts/OMN-10084.yaml contracts/OMN-10085.yaml"
onex_change_control,/Users/jonah/Code/omni_home/onex_change_control/contracts/OMN-10080.yaml,38,        check_value: "test -f contracts/OMN-10080.yaml && test -f contracts/OMN-10081.yaml && test -f
onex_change_control,/Users/jonah/Code/omni_home/onex_change_control/contracts/OMN-10080.yaml,39,          contracts/OMN-10082.yaml && test -f contracts/OMN-10083.yaml && test -f contracts/OMN-10084.yaml
onex_change_control,/Users/jonah/Code/omni_home/onex_change_control/contracts/OMN-10080.yaml,40,          && test -f contracts/OMN-10085.yaml"
onex_change_control,/Users/jonah/Code/omni_home/onex_change_control/contracts/OMN-10080.yaml,46,        check_value: "uv run validate-yaml contracts/OMN-10080.yaml contracts/OMN-10081.yaml contracts/OMN-10082.yaml
onex_change_control,/Users/jonah/Code/omni_home/onex_change_control/contracts/OMN-10080.yaml,47,          contracts/OMN-10083.yaml contracts/OMN-10084.yaml contracts/OMN-10085.yaml"
onex_change_control,/Users/jonah/Code/omni_home/onex_change_control/drift/dod_receipts/OMN-10500/dod-occ-pr-684/command.yaml,6,check_value: "uv run validate-yaml contracts/OMN-10500.yaml"
onex_change_control,/Users/jonah/Code/omni_home/onex_change_control/drift/dod_receipts/OMN-10500/dod-occ-pr-684/command.yaml,12,probe_command: "uv run validate-yaml contracts/OMN-10500.yaml"
onex_change_control,/Users/jonah/Code/omni_home/onex_change_control/drift/dod_receipts/OMN-10500/dod-occ-pr-684/command.yaml,14,  [OK] contracts/OMN-10500.yaml (ticket_contract)
onex_change_control,/Users/jonah/Code/omni_home/onex_change_control/drift/dod_receipts/OMN-9411/dod-002/command.yaml,5,check_value: test -f contracts/OMN-9411.yaml
onex_change_control,/Users/jonah/Code/omni_home/onex_change_control/contracts/OMN-7452.yaml,47,        check_value: "contracts/OMN-7452.yaml"
onex_change_control,/Users/jonah/Code/omni_home/onex_change_control/drift/dod_receipts/OMN-8838/dod-002/command.yaml,5,check_value: 'test -f contracts/OMN-8838.yaml'
onex_change_control,/Users/jonah/Code/omni_home/onex_change_control/drift/dod_receipts/OMN-8838/dod-002/command.yaml,10,actual_output: 'contracts/OMN-8838.yaml present in onex_change_control main (merged via PR #300).'
onex_change_control,/Users/jonah/Code/omni_home/onex_change_control/drift/dod_receipts/OMN-10281/dod-003/command.yaml,6,check_value: "uv run validate-yaml contracts/OMN-10281.yaml"
onex_change_control,/Users/jonah/Code/omni_home/onex_change_control/drift/dod_receipts/OMN-10281/dod-003/command.yaml,12,probe_command: "cd omni_worktrees/OMN-10281/omnibase_infra && uv run validate-yaml contracts/OMN-10281.yaml"
onex_change_control,/Users/jonah/Code/omni_home/onex_change_control/drift/dod_receipts/OMN-10281/dod-003/command.yaml,16,  [OK] contracts/OMN-10281.yaml (ticket_contract)
onex_change_control,/Users/jonah/Code/omni_home/onex_change_control/contracts/OMN-3150.yaml,47,        check_value: "contracts/OMN-3150.yaml"
onex_change_control,/Users/jonah/Code/omni_home/onex_change_control/drift/dod_receipts/OMN-8131/dod-005/command.yaml,13,probe_command: "review deploy-gate smoke plan in contracts/OMN-8131.yaml"
onex_change_control,/Users/jonah/Code/omni_home/onex_change_control/drift/dod_receipts/OMN-8800/dod-contract-parse/command.yaml,7,  grep -q 'contracts/OMN-8800.yaml' drift/dod_receipts/OMN-8800/dod-contract-parse/command.yaml"
onex_change_control,/Users/jonah/Code/omni_home/onex_change_control/drift/dod_receipts/OMN-8800/dod-contract-parse/command.yaml,13,probe_command: "uv run validate-yaml contracts/OMN-8800.yaml"
onex_change_control,/Users/jonah/Code/omni_home/onex_change_control/drift/dod_receipts/OMN-8800/dod-contract-parse/command.yaml,17,  [OK] contracts/OMN-8800.yaml (ticket_contract)
onex_change_control,/Users/jonah/Code/omni_home/onex_change_control/drift/dod_receipts/OMN-8800/dod-contract-parse/command.yaml,20,actual_output: "PASS: repo-local contracts/OMN-8800.yaml validated on omnimarket PR #505 head f06907c4c0eb5e8c4757c02af51deba9c8123b54."
onex_change_control,/Users/jonah/Code/omni_home/onex_change_control/drift/dod_receipts/OMN-8131/dod-003/command.yaml,6,check_value: "uv run validate-yaml contracts/OMN-8131.yaml"
onex_change_control,/Users/jonah/Code/omni_home/onex_change_control/drift/dod_receipts/OMN-8131/dod-003/command.yaml,12,probe_command: "uv run validate-yaml contracts/OMN-8131.yaml"
onex_change_control,/Users/jonah/Code/omni_home/onex_change_control/drift/dod_receipts/OMN-8131/dod-003/command.yaml,15,  [OK] contracts/OMN-8131.yaml (ticket_contract)
onex_change_control,/Users/jonah/Code/omni_home/onex_change_control/contracts/OMN-632.yaml,47,        check_value: "contracts/OMN-632.yaml"
onex_change_control,/Users/jonah/Code/omni_home/onex_change_control/drift/dod_receipts/OMN-10125/dod-contract-validate/command.yaml,6,check_value: "uv run validate-yaml contracts/OMN-10125.yaml"
onex_change_control,/Users/jonah/Code/omni_home/onex_change_control/drift/dod_receipts/OMN-10125/dod-contract-validate/command.yaml,15,probe_command: "uv run validate-yaml contracts/OMN-10125.yaml"
onex_change_control,/Users/jonah/Code/omni_home/onex_change_control/drift/dod_receipts/OMN-10125/dod-contract-validate/command.yaml,18,  [OK] contracts/OMN-10125.yaml (ticket_contract)
onex_change_control,/Users/jonah/Code/omni_home/onex_change_control/drift/dod_receipts/OMN-10131/dod-contract-parse/command.yaml,7,  PASS$' drift/dod_receipts/OMN-10131/dod-contract-parse/command.yaml && grep -q 'contracts/OMN-10131.yaml'
onex_change_control,/Users/jonah/Code/omni_home/onex_change_control/drift/dod_receipts/OMN-10131/dod-contract-parse/command.yaml,14,probe_command: "uv run python - <<'PY'\nimport yaml\nfrom pathlib import Path\npath = Path('contracts/OMN-10131.yaml')\nyaml.safe_load(path.read_text())\nprint(path)\nPY"
onex_change_control,/Users/jonah/Code/omni_home/onex_change_control/drift/dod_receipts/OMN-10131/dod-contract-parse/command.yaml,16,  contracts/OMN-10131.yaml
onex_change_control,/Users/jonah/Code/omni_home/onex_change_control/drift/dod_receipts/OMN-8401/dod-contract-parse/command.yaml,7,  PASS$' drift/dod_receipts/OMN-8401/dod-contract-parse/command.yaml && grep -q 'contracts/OMN-8401.yaml'
onex_change_control,/Users/jonah/Code/omni_home/onex_change_control/drift/dod_receipts/OMN-8401/dod-contract-parse/command.yaml,14,probe_command: "uv run python - <<'PY'\nimport yaml\nfrom pathlib import Path\npath = Path('contracts/OMN-8401.yaml')\nyaml.safe_load(path.read_text())\nprint(path)\nPY"
onex_change_control,/Users/jonah/Code/omni_home/onex_change_control/drift/dod_receipts/OMN-8401/dod-contract-parse/command.yaml,16,  contracts/OMN-8401.yaml
onex_change_control,/Users/jonah/Code/omni_home/onex_change_control/contracts/OMN-645.yaml,47,        check_value: "contracts/OMN-645.yaml"
onex_change_control,/Users/jonah/Code/omni_home/onex_change_control/drift/dod_receipts/OMN-9727/dod-001/command.yaml,15,   contracts/OMN-9727.yaml                            |  22 ++++
onex_change_control,/Users/jonah/Code/omni_home/onex_change_control/contracts/OMN-8461.yaml,53,        check_value: "contracts/OMN-8461.yaml"
onex_change_control,/Users/jonah/Code/omni_home/onex_change_control/drift/dod_receipts/OMN-7839/dod-005/command.yaml,5,check_value: test -f contracts/OMN-7839.yaml
onex_change_control,/Users/jonah/Code/omni_home/onex_change_control/contracts/OMN-9335.yaml,36,        check_value: test -f contracts/OMN-9335.yaml
onex_change_control,/Users/jonah/Code/omni_home/onex_change_control/contracts/OMN-8800.yaml,29,      grep -q 'contracts/OMN-8800.yaml' drift/dod_receipts/OMN-8800/dod-contract-parse/command.yaml"
onex_change_control,/Users/jonah/Code/omni_home/onex_change_control/contracts/OMN-8800.yaml,66,          && grep -q 'contracts/OMN-8800.yaml' drift/dod_receipts/OMN-8800/dod-contract-parse/command.yaml"
onex_change_control,/Users/jonah/Code/omni_home/onex_change_control/drift/dod_receipts/OMN-9344/dod-002/command.yaml,6,check_value: "test -f contracts/OMN-9344.yaml"
onex_change_control,/Users/jonah/Code/omni_home/onex_change_control/drift/dod_receipts/OMN-9344/dod-002/command.yaml,12,probe_command: "cd omni_worktrees/OMN-9344/omnibase_compat_clean && test -f contracts/OMN-9344.yaml &&
onex_change_control,/Users/jonah/Code/omni_home/onex_change_control/drift/dod_receipts/OMN-9344/dod-002/command.yaml,13,  printf 'contracts/OMN-9344.yaml present\n'"
onex_change_control,/Users/jonah/Code/omni_home/onex_change_control/drift/dod_receipts/OMN-9344/dod-002/command.yaml,15,  contracts/OMN-9344.yaml present
onex_change_control,/Users/jonah/Code/omni_home/onex_change_control/drift/dod_receipts/OMN-9344/dod-002/command.yaml,16,actual_output: "PASS: repo-local contracts/OMN-9344.yaml is present on omnibase_compat PR #81 head 97365b966c887907c45f77244232e2a28279b773."
onex_change_control,/Users/jonah/Code/omni_home/onex_change_control/drift/dod_receipts/OMN-9344/dod-occ-pr-685/command.yaml,6,check_value: "uv run validate-yaml contracts/OMN-9344.yaml"
onex_change_control,/Users/jonah/Code/omni_home/onex_change_control/drift/dod_receipts/OMN-9344/dod-occ-pr-685/command.yaml,12,probe_command: "uv run validate-yaml contracts/OMN-9344.yaml"
onex_change_control,/Users/jonah/Code/omni_home/onex_change_control/drift/dod_receipts/OMN-9344/dod-occ-pr-685/command.yaml,14,  [OK] contracts/OMN-9344.yaml (ticket_contract)
onex_change_control,/Users/jonah/Code/omni_home/onex_change_control/contracts/OMN-5009.yaml,47,        check_value: "contracts/OMN-5009.yaml"
onex_change_control,/Users/jonah/Code/omni_home/onex_change_control/contracts/OMN-9398.yaml,29,        check_value: "test -f contracts/OMN-9398.yaml"
onex_change_control,/Users/jonah/Code/omni_home/onex_change_control/contracts/OMN-7537.yaml,52,        check_value: "test -f contracts/OMN-7537.yaml"
onex_change_control,/Users/jonah/Code/omni_home/onex_change_control/drift/dod_receipts/OMN-10278/dod-001/command.yaml,6,check_value: "uv run validate-yaml contracts/OMN-10278.yaml"
onex_change_control,/Users/jonah/Code/omni_home/onex_change_control/drift/dod_receipts/OMN-10278/dod-001/command.yaml,12,probe_command: "uv run validate-yaml contracts/OMN-10278.yaml"
onex_change_control,/Users/jonah/Code/omni_home/onex_change_control/drift/dod_receipts/OMN-10278/dod-001/command.yaml,16,  [OK] contracts/OMN-10278.yaml (ticket_contract)
onex_change_control,/Users/jonah/Code/omni_home/onex_change_control/contracts/OMN-7872.yaml,47,        check_value: "contracts/OMN-7872.yaml"
onex_change_control,/Users/jonah/Code/omni_home/onex_change_control/drift/dod_receipts/OMN-10530/dod-occ-omnimarket-evidence-validate/command.yaml,6,check_value: "uv run validate-yaml contracts/OMN-10530.yaml && grep -q 'status: PASS' drift/dod_receipts/OMN-10530/dod-occ-omnimarket-evidence-validate/command.yaml
onex_change_control,/Users/jonah/Code/omni_home/onex_change_control/drift/dod_receipts/OMN-10530/dod-occ-omnimarket-evidence-validate/command.yaml,13,probe_command: "uv run validate-yaml contracts/OMN-10530.yaml && uv run python -m omnibase_core.validation.validator_occ_merge_eligibility
onex_change_control,/Users/jonah/Code/omni_home/onex_change_control/contracts/OMN-3077.yaml,47,        check_value: "contracts/OMN-3077.yaml"
onex_change_control,/Users/jonah/Code/omni_home/onex_change_control/drift/dod_receipts/OMN-10445/dod-deploy/command.yaml,13,probe_command: "test -f contracts/OMN-10445.yaml && grep -q 'docker exec omninode-runtime' contracts/OMN-10445.yaml"
onex_change_control,/Users/jonah/Code/omni_home/onex_change_control/drift/dod_receipts/OMN-10445/dod-deploy/command.yaml,15,  post-merge deploy validation command recorded in contracts/OMN-10445.yaml
onex_change_control,/Users/jonah/Code/omni_home/onex_change_control/drift/dod_receipts/OMN-10530/dod-occ-spi-evidence-validate/command.yaml,6,check_value: "uv run validate-yaml contracts/OMN-10530.yaml && grep -q 'status: PASS' drift/dod_receipts/OMN-10530/dod-occ-spi-evidence-validate/command.yaml
onex_change_control,/Users/jonah/Code/omni_home/onex_change_control/drift/dod_receipts/OMN-10530/dod-occ-spi-evidence-validate/command.yaml,13,probe_command: "uv run validate-yaml contracts/OMN-10530.yaml && uv run python -m omnibase_core.validation.receipt_gate_cli
onex_change_control,/Users/jonah/Code/omni_home/onex_change_control/drift/dod_receipts/OMN-10530/dod-occ-spi-evidence-validate/command.yaml,20,  [OK] contracts/OMN-10530.yaml (ticket_contract)
onex_change_control,/Users/jonah/Code/omni_home/onex_change_control/drift/dod_receipts/OMN-10489/dod-002/command.yaml,6,check_value: "uv run validate-yaml contracts/OMN-10489.yaml"
onex_change_control,/Users/jonah/Code/omni_home/onex_change_control/drift/dod_receipts/OMN-10489/dod-002/command.yaml,12,probe_command: "uv run validate-yaml contracts/OMN-10489.yaml"
onex_change_control,/Users/jonah/Code/omni_home/onex_change_control/drift/dod_receipts/OMN-10489/dod-002/command.yaml,15,  [OK] contracts/OMN-10489.yaml (ticket_contract)
onex_change_control,/Users/jonah/Code/omni_home/onex_change_control/drift/dod_receipts/OMN-10489/dod-deploy/command.yaml,13,probe_command: "review deploy-gate smoke plan in contracts/OMN-10489.yaml"
onex_change_control,/Users/jonah/Code/omni_home/onex_change_control/contracts/OMN-6388.yaml,53,        check_value: "contracts/OMN-6388.yaml"
onex_change_control,/Users/jonah/Code/omni_home/onex_change_control/drift/dod_receipts/OMN-10530/dod-occ-omniclaude-evidence-validate/command.yaml,6,check_value: "uv run validate-yaml contracts/OMN-10530.yaml && grep -q 'status: PASS' drift/dod_receipts/OMN-10530/dod-occ-omniclaude-evidence-validate/command.yaml
onex_change_control,/Users/jonah/Code/omni_home/onex_change_control/drift/dod_receipts/OMN-10530/dod-occ-omniclaude-evidence-validate/command.yaml,13,probe_command: "uv run validate-yaml contracts/OMN-10530.yaml && uv run python -m omnibase_core.validation.validator_occ_merge_eligibility
onex_change_control,/Users/jonah/Code/omni_home/onex_change_control/drift/dod_receipts/OMN-10530/dod-occ-omniintelligence-evidence-validate/command.yaml,6,check_value: "uv run validate-yaml contracts/OMN-10530.yaml && grep -q 'status: PASS' drift/dod_receipts/OMN-10530/dod-occ-omniintelligence-evidence-validate/command.yaml
onex_change_control,/Users/jonah/Code/omni_home/onex_change_control/drift/dod_receipts/OMN-10530/dod-occ-omniintelligence-evidence-validate/command.yaml,13,probe_command: "uv run validate-yaml contracts/OMN-10530.yaml && uv run python -m omnibase_core.validation.validator_occ_merge_eligibility
onex_change_control,/Users/jonah/Code/omni_home/onex_change_control/drift/dod_receipts/OMN-10452/dod-contract-validate/command.yaml,6,check_value: "uv run validate-yaml contracts/OMN-10452.yaml"
onex_change_control,/Users/jonah/Code/omni_home/onex_change_control/drift/dod_receipts/OMN-10452/dod-contract-validate/command.yaml,12,probe_command: "uv run validate-yaml contracts/OMN-10452.yaml"
onex_change_control,/Users/jonah/Code/omni_home/onex_change_control/drift/dod_receipts/OMN-10452/dod-contract-validate/command.yaml,15,probe_stdout: "[OK] contracts/OMN-10452.yaml (ticket_contract)"
onex_change_control,/Users/jonah/Code/omni_home/onex_change_control/contracts/OMN-3146.yaml,47,        check_value: "contracts/OMN-3146.yaml"
onex_change_control,/Users/jonah/Code/omni_home/onex_change_control/drift/dod_receipts/OMN-10530/dod-occ-evidence-validate/command.yaml,6,check_value: "uv run validate-yaml contracts/OMN-10530.yaml && grep -q 'status: PASS' drift/dod_receipts/OMN-10530/dod-occ-evidence-validate/command.yaml
onex_change_control,/Users/jonah/Code/omni_home/onex_change_control/drift/dod_receipts/OMN-10530/dod-occ-evidence-validate/command.yaml,13,probe_command: "uv run validate-yaml contracts/OMN-10530.yaml && uv run python -m omnibase_core.validation.receipt_gate_cli
onex_change_control,/Users/jonah/Code/omni_home/onex_change_control/drift/dod_receipts/OMN-10530/dod-occ-evidence-validate/command.yaml,19,  [OK] contracts/OMN-10530.yaml (ticket_contract)
onex_change_control,/Users/jonah/Code/omni_home/onex_change_control/contracts/OMN-7943.yaml,47,        check_value: "contracts/OMN-7943.yaml"
onex_change_control,/Users/jonah/Code/omni_home/onex_change_control/contracts/OMN-5587.yaml,47,        check_value: "contracts/OMN-5587.yaml"
onex_change_control,/Users/jonah/Code/omni_home/onex_change_control/drift/dod_receipts/OMN-9592/dod-003/command.yaml,5,check_value: "PYTHONPATH=src uv run validate-yaml contracts/OMN-9592.yaml && PYTHONPATH=src uv run python
onex_change_control,/Users/jonah/Code/omni_home/onex_change_control/drift/dod_receipts/OMN-9592/dod-003/command.yaml,12,actual_output: "contracts/OMN-9592.yaml valid; deploy-gate simulation passed for OMN-9592 without a bypass
onex_change_control,/Users/jonah/Code/omni_home/onex_change_control/contracts/OMN-2324.yaml,47,        check_value: "contracts/OMN-2324.yaml"
onex_change_control,/Users/jonah/Code/omni_home/onex_change_control/drift/dod_receipts/OMN-9550/dod-002/file_exists.yaml,10,actual_output: "omnibase_infra PR #1388 contains contracts/OMN-9550.yaml and was pushed through normal
onex_change_control,/Users/jonah/Code/omni_home/onex_change_control/drift/dod_receipts/OMN-10530/dod-occ-omnimemory-evidence-validate/command.yaml,6,check_value: "uv run validate-yaml contracts/OMN-10530.yaml && grep -q 'status: PASS' drift/dod_receipts/OMN-10530/dod-occ-omnimemory-evidence-validate/command.yaml
onex_change_control,/Users/jonah/Code/omni_home/onex_change_control/drift/dod_receipts/OMN-10530/dod-occ-omnimemory-evidence-validate/command.yaml,13,probe_command: "uv run validate-yaml contracts/OMN-10530.yaml && uv run python -m omnibase_core.validation.validator_occ_merge_eligibility
onex_change_control,/Users/jonah/Code/omni_home/onex_change_control/drift/dod_receipts/OMN-9556/dod-002/file_exists.yaml,14,actual_output: "omnibase_infra PR #1391 contains contracts/OMN-9556.yaml; all substantive CI checks were
onex_change_control,/Users/jonah/Code/omni_home/onex_change_control/drift/dod_receipts/OMN-9557/dod-003/file_exists.yaml,10,actual_output: "omnibase_infra PR #1394 contains contracts/OMN-9557.yaml  is stacked on OMN-9550  and
onex_change_control,/Users/jonah/Code/omni_home/onex_change_control/drift/dod_receipts/OMN-10464/dod-003/command.yaml,6,check_value: "uv run validate-yaml contracts/OMN-10464.yaml"
onex_change_control,/Users/jonah/Code/omni_home/onex_change_control/drift/dod_receipts/OMN-10464/dod-003/command.yaml,12,probe_command: "uv run validate-yaml contracts/OMN-10464.yaml"
onex_change_control,/Users/jonah/Code/omni_home/onex_change_control/drift/dod_receipts/OMN-10464/dod-003/command.yaml,16,  [OK] contracts/OMN-10464.yaml (ticket_contract)
onex_change_control,/Users/jonah/Code/omni_home/onex_change_control/drift/dod_receipts/OMN-10530/dod-occ-infra-evidence-validate/command.yaml,6,check_value: "uv run validate-yaml contracts/OMN-10530.yaml && grep -q 'status: PASS' drift/dod_receipts/OMN-10530/dod-occ-infra-evidence-validate/command.yaml
onex_change_control,/Users/jonah/Code/omni_home/onex_change_control/drift/dod_receipts/OMN-10530/dod-occ-infra-evidence-validate/command.yaml,13,probe_command: "uv run validate-yaml contracts/OMN-10530.yaml && uv run python -m omnibase_core.validation.receipt_gate_cli
onex_change_control,/Users/jonah/Code/omni_home/onex_change_control/drift/dod_receipts/OMN-10530/dod-occ-infra-evidence-validate/command.yaml,20,  [OK] contracts/OMN-10530.yaml (ticket_contract)
onex_change_control,/Users/jonah/Code/omni_home/onex_change_control/contracts/OMN-4142.yaml,47,        check_value: "contracts/OMN-4142.yaml"
onex_change_control,/Users/jonah/Code/omni_home/onex_change_control/contracts/OMN-825.yaml,47,        check_value: "contracts/OMN-825.yaml"
onex_change_control,/Users/jonah/Code/omni_home/onex_change_control/drift/dod_receipts/OMN-9398/dod-002/command.yaml,5,check_value: 'test -f contracts/OMN-9398.yaml'
onex_change_control,/Users/jonah/Code/omni_home/onex_change_control/drift/dod_receipts/OMN-10490/dod-occ-pr-682/command.yaml,6,check_value: "uv run validate-yaml contracts/OMN-10490.yaml && python YAML parse for OMN-10490 contract
onex_change_control,/Users/jonah/Code/omni_home/onex_change_control/drift/dod_receipts/OMN-10490/dod-occ-pr-682/command.yaml,13,probe_command: "uv run validate-yaml contracts/OMN-10490.yaml && python YAML parse for contracts/OMN-10490.yaml
onex_change_control,/Users/jonah/Code/omni_home/onex_change_control/drift/dod_receipts/OMN-10490/dod-occ-pr-682/command.yaml,20,  [OK] contracts/OMN-10490.yaml (ticket_contract)
onex_change_control,/Users/jonah/Code/omni_home/onex_change_control/drift/dod_receipts/OMN-10490/dod-occ-pr-682/command.yaml,21,  YAML parse passed for contracts/OMN-10490.yaml and OMN-10490 receipts.
onex_change_control,/Users/jonah/Code/omni_home/onex_change_control/drift/dod_receipts/OMN-10491/dod-occ-pr-683/command.yaml,6,check_value: "uv run validate-yaml contracts/OMN-10491.yaml"
onex_change_control,/Users/jonah/Code/omni_home/onex_change_control/drift/dod_receipts/OMN-10491/dod-occ-pr-683/command.yaml,12,probe_command: "uv run validate-yaml contracts/OMN-10491.yaml"
onex_change_control,/Users/jonah/Code/omni_home/onex_change_control/drift/dod_receipts/OMN-10491/dod-occ-pr-683/command.yaml,14,  [OK] contracts/OMN-10491.yaml (ticket_contract)
onex_change_control,/Users/jonah/Code/omni_home/onex_change_control/drift/dod_receipts/OMN-10448/dod-contract-validate/command.yaml,6,check_value: "uv run validate-yaml contracts/OMN-10448.yaml"
onex_change_control,/Users/jonah/Code/omni_home/onex_change_control/drift/dod_receipts/OMN-10448/dod-contract-validate/command.yaml,12,probe_command: "uv run validate-yaml contracts/OMN-10448.yaml"
onex_change_control,/Users/jonah/Code/omni_home/onex_change_control/drift/dod_receipts/OMN-10448/dod-contract-validate/command.yaml,15,probe_stdout: "[OK] contracts/OMN-10448.yaml (ticket_contract)"
onex_change_control,/Users/jonah/Code/omni_home/onex_change_control/contracts/OMN-8024.yaml,47,        check_value: "contracts/OMN-8024.yaml"
