file,line,kind,key,has_default,default_value,context
src/omnimarket/nodes/node_dod_verify/services/evidence_collector.py,569,os.environ.get,OMNI_HOME,false,,"omni_home = os.environ.get(""OMNI_HOME"")"
src/omnimarket/nodes/node_dod_verify/services/evidence_collector.py,293,os.environ.get,OMNI_HOME,true,'',"""OMNI_HOME"": os.environ.get(""OMNI_HOME"", """"),"
src/omnimarket/nodes/node_dod_verify/services/evidence_collector.py,294,os.environ.get,PR_NUMBER,true,'',"""PR_NUMBER"": os.environ.get(""PR_NUMBER"", """"),"
src/omnimarket/nodes/node_dod_verify/services/evidence_collector.py,295,os.environ.get,REPO,true,'',"""REPO"": os.environ.get(""REPO"", """"),"
src/omnimarket/nodes/node_dod_verify/services/evidence_collector.py,336,os.environ.get,PR_NUMBER,true,'',"env_val = os.environ.get(""PR_NUMBER"", """").strip()"
src/omnimarket/nodes/node_dod_verify/services/evidence_collector.py,372,os.environ.get,REPO,true,'',"env_val = os.environ.get(""REPO"", """").strip()"
src/omnimarket/nodes/node_duplication_sweep/handlers/handler_duplication_sweep.py,320,os.environ.get,OMNI_HOME,true,'/Users/jonah/Code/omni_home',omni_home = request.omni_home or os.environ.get(
src/omnimarket/nodes/node_e2e_orchestrator/consumer.py,58,os.environ.get,ONEX_STATE_DIR,true,'',"configured = os.environ.get(""ONEX_STATE_DIR"", """")"
src/omnimarket/nodes/node_e2e_orchestrator/consumer.py,371,os.environ.get,KAFKA_BOOTSTRAP_SERVERS,true,"os.environ.get('KAFKA_BROKER', 'localhost:9092')",broker = os.environ.get(
src/omnimarket/nodes/node_e2e_orchestrator/consumer.py,375,os.environ.get,E2E_ORCH_GROUP,true,_DEFAULT_GROUP,"group_id = os.environ.get(""E2E_ORCH_GROUP"", _DEFAULT_GROUP)"
src/omnimarket/nodes/node_e2e_orchestrator/consumer.py,373,os.environ.get,KAFKA_BROKER,true,'localhost:9092',"os.environ.get(""KAFKA_BROKER"", ""localhost:9092""),"
src/omnimarket/nodes/node_e2e_orchestrator/consumer.py,376,os.environ.get,CI_POLL_TIMEOUT_SECONDS,true,_DEFAULT_CI_TIMEOUT,"ci_timeout = int(os.environ.get(""CI_POLL_TIMEOUT_SECONDS"", _DEFAULT_CI_TIMEOUT))"
src/omnimarket/nodes/node_e2e_orchestrator/consumer.py,377,os.environ.get,CI_POLL_INTERVAL_SECONDS,true,_DEFAULT_CI_INTERVAL,"ci_interval = int(os.environ.get(""CI_POLL_INTERVAL_SECONDS"", _DEFAULT_CI_INTERVAL))"
src/omnimarket/nodes/node_emit_daemon/__main__.py,115,os.environ.get,ONEX_EMIT_SOCKET_PATH,false,,"env_path = os.environ.get(""ONEX_EMIT_SOCKET_PATH"")"
src/omnimarket/nodes/node_emit_daemon/__main__.py,118,os.environ.get,XDG_RUNTIME_DIR,false,,"xdg = os.environ.get(""XDG_RUNTIME_DIR"")"
src/omnimarket/nodes/node_emit_daemon/__main__.py,128,os.environ.get,ONEX_EMIT_PID_PATH,false,,"env_path = os.environ.get(""ONEX_EMIT_PID_PATH"")"
src/omnimarket/nodes/node_emit_daemon/__main__.py,131,os.environ.get,XDG_RUNTIME_DIR,false,,"xdg = os.environ.get(""XDG_RUNTIME_DIR"")"
src/omnimarket/nodes/node_emit_daemon/__main__.py,141,os.environ.get,ONEX_EMIT_SPOOL_DIR,false,,"env_path = os.environ.get(""ONEX_EMIT_SPOOL_DIR"")"
src/omnimarket/nodes/node_emit_daemon/__main__.py,144,os.environ.get,XDG_RUNTIME_DIR,false,,"xdg = os.environ.get(""XDG_RUNTIME_DIR"")"
src/omnimarket/nodes/node_emit_daemon/client.py,40,os.environ.get,ONEX_EMIT_SOCKET_PATH,false,,"env_path = os.environ.get(""ONEX_EMIT_SOCKET_PATH"")"
src/omnimarket/nodes/node_emit_daemon/client.py,43,os.environ.get,XDG_RUNTIME_DIR,false,,"xdg = os.environ.get(""XDG_RUNTIME_DIR"")"
src/omnimarket/nodes/node_emit_daemon/event_queue.py,71,os.environ.get,XDG_RUNTIME_DIR,false,,"xdg = os.environ.get(""XDG_RUNTIME_DIR"")"
src/omnimarket/nodes/node_emit_daemon/models/model_emit_daemon_config.py,31,os.environ.get,ONEX_EMIT_SOCKET_PATH,false,,"env_path = os.environ.get(""ONEX_EMIT_SOCKET_PATH"")"
src/omnimarket/nodes/node_emit_daemon/models/model_emit_daemon_config.py,34,os.environ.get,XDG_RUNTIME_DIR,false,,"xdg = os.environ.get(""XDG_RUNTIME_DIR"")"
src/omnimarket/nodes/node_emit_daemon/models/model_emit_daemon_config.py,44,os.environ.get,ONEX_EMIT_SPOOL_DIR,false,,"env_path = os.environ.get(""ONEX_EMIT_SPOOL_DIR"")"
src/omnimarket/nodes/node_emit_daemon/models/model_emit_daemon_config.py,47,os.environ.get,XDG_RUNTIME_DIR,false,,"xdg = os.environ.get(""XDG_RUNTIME_DIR"")"
src/omnimarket/nodes/node_environment_health_scanner/__main__.py,56,os.environ.get,ONEX_INFRA_SSH_TARGET,false,,"default=os.environ.get(""ONEX_INFRA_SSH_TARGET""),"
src/omnimarket/nodes/node_environment_health_scanner/__main__.py,61,os.environ.get,OMNI_HOME,true,'',"default=os.environ.get(""OMNI_HOME"", """"),"
src/omnimarket/nodes/node_environment_health_scanner/handlers/handler_environment_health_scanner.py,119,os.environ.get,ONEX_STATE_DIR,true,str(Path.home() / '.onex_state'),onex_state_dir = os.environ.get(
src/omnimarket/nodes/node_environment_health_scanner/handlers/handler_environment_health_scanner.py,117,os.environ.get,OMNI_HOME,true,'',"omni_home = request.omni_home or os.environ.get(""OMNI_HOME"", """")"
src/omnimarket/nodes/node_environment_health_scanner/handlers/handler_environment_health_scanner.py,118,os.environ.get,ONEX_INFRA_SSH_TARGET,false,,"ssh_target = request.ssh_target or os.environ.get(""ONEX_INFRA_SSH_TARGET"")"
src/omnimarket/nodes/node_environment_health_scanner/handlers/handler_environment_health_scanner.py,130,os.environ.get,ONEX_EMIT_DAEMON_SOCKET,true,'/tmp/onex_emit.sock',socket_path = os.environ.get(
src/omnimarket/nodes/node_environment_health_scanner/handlers/prober_emit_daemon.py,25,os.environ.get,ONEX_EMIT_DAEMON_SOCKET,true,'/tmp/onex_emit.sock',"_DEFAULT_SOCKET = os.environ.get(""ONEX_EMIT_DAEMON_SOCKET"", ""/tmp/onex_emit.sock"")"
src/omnimarket/nodes/node_handoff_effect/handlers/handler_handoff_effect.py,129,os.environ.get,ONEX_INFRA_BLOCKER_TICKETS,true,'none',"health[""open_infra_blockers""] = os.environ.get(""ONEX_INFRA_BLOCKER_TICKETS"", ""none"")"
src/omnimarket/nodes/node_handoff_effect/handlers/handler_handoff_effect.py,172,os.environ.get,ONEX_STATE_DIR,true,Path.home() / '.onex_state',"state_dir = Path(os.environ.get(""ONEX_STATE_DIR"", Path.home() / "".onex_state""))"
src/omnimarket/nodes/node_hostile_reviewer/handlers/adapter_inference_bridge.py,84,os.environ.get,base_url_env,true,'',"base_url = os.environ.get(base_url_env, """")"
src/omnimarket/nodes/node_integration_sweep_orchestrator/handlers/handler_integration_sweep_orchestrator.py,64,os.environ.get,ONEX_CC_REPO_PATH,false,,"env_root = os.environ.get(""ONEX_CC_REPO_PATH"")"
src/omnimarket/nodes/node_integration_test_runner/di_profiles.py,29,os.environ.get,KAFKA_BOOTSTRAP_SERVERS,true,'',"bootstrap = os.environ.get(""KAFKA_BOOTSTRAP_SERVERS"", """")"
src/omnimarket/nodes/node_ledger_append_effect/handlers/handler_ledger_append.py,34,os.environ[],ONEX_STATE_ROOT,false,,"return Path(os.environ[""ONEX_STATE_ROOT""]) / JOURNAL_FILENAME"
src/omnimarket/nodes/node_ledger_hash_compute/handlers/handler_ledger_hash.py,30,os.environ[],ONEX_STATE_ROOT,false,,"journal = Path(os.environ[""ONEX_STATE_ROOT""]) / JOURNAL_FILENAME"
src/omnimarket/nodes/node_linear_triage/handlers/handler_linear_triage.py,277,os.environ.get,GH_PAT,true,'',"token = os.environ.get(""GH_PAT"", """")"
src/omnimarket/nodes/node_linear_triage/handlers/handler_linear_triage.py,496,os.environ.get,LINEAR_API_KEY,true,'',"api_key = os.environ.get(""LINEAR_API_KEY"", """")"
src/omnimarket/nodes/node_memory_lifecycle_orchestrator/handlers/handler_memory_archive.py,636,os.environ.get,OMNIMEMORY_ARCHIVE_COMPRESSION_LEVEL,false,,"env_level_raw = os.environ.get(""OMNIMEMORY_ARCHIVE_COMPRESSION_LEVEL"")"
src/omnimarket/nodes/node_memory_lifecycle_orchestrator/handlers/handler_memory_archive.py,681,os.environ.get,OMNIMEMORY_ARCHIVE_PATH,false,,"env_path = os.environ.get(""OMNIMEMORY_ARCHIVE_PATH"")"
src/omnimarket/nodes/node_merge_sweep_compute/__main__.py,161,os.environ.get,ONEX_STATE_DIR,true,os.path.expanduser('~/.onex_state'),onex_state_dir = os.environ.get(
src/omnimarket/nodes/node_merge_sweep_compute/adapter_github_http.py,103,os.environ.get,GH_PAT,true,'',"token = os.environ.get(""GH_PAT"", """")"
src/omnimarket/nodes/node_merge_sweep_compute/consumer.py,277,os.environ.get,KAFKA_BROKER,true,'localhost:9092',"broker = os.environ.get(""KAFKA_BROKER"", ""localhost:9092"")"
src/omnimarket/nodes/node_merge_sweep_compute/consumer.py,278,os.environ.get,MERGE_SWEEP_GROUP,true,'omnimarket.merge_sweep.consume.v1',"group_id = os.environ.get(""MERGE_SWEEP_GROUP"", ""omnimarket.merge_sweep.consume.v1"")"
src/omnimarket/nodes/node_merge_sweep_compute/consumer.py,279,os.environ.get,ONEX_STATE_DIR,true,os.path.expanduser('~/.onex_state'),"state_dir = os.environ.get(""ONEX_STATE_DIR"", os.path.expanduser(""~/.onex_state""))"
src/omnimarket/nodes/node_model_router/handlers/handler_model_router.py,161,os.environ.get,ONEX_CI_MODE,true,'',if self._policy.ci_override is not None and os.environ.get(
src/omnimarket/nodes/node_navigation_history_reducer/handlers/handler_navigation_history_reducer.py,63,os.environ.get,OMNIMEMORY_PG_DSN,true,'',"_DEFAULT_PG_DSN = os.environ.get(""OMNIMEMORY_PG_DSN"", """")"
src/omnimarket/nodes/node_navigation_history_reducer/handlers/handler_navigation_history_reducer.py,64,os.environ.get,QDRANT_HOST,true,'',"_DEFAULT_QDRANT_HOST = os.environ.get(""QDRANT_HOST"", """")"
src/omnimarket/nodes/node_navigation_history_reducer/handlers/handler_navigation_history_reducer.py,66,os.environ.get,LLM_EMBEDDING_URL,true,'',"_DEFAULT_EMBEDDING_URL = os.environ.get(""LLM_EMBEDDING_URL"", """")"
src/omnimarket/nodes/node_navigation_history_reducer/handlers/handler_navigation_history_reducer.py,65,os.environ.get,QDRANT_PORT,true,'6333',"_DEFAULT_QDRANT_PORT = int(os.environ.get(""QDRANT_PORT"", ""6333""))"
src/omnimarket/nodes/node_overnight/__main__.py,76,os.environ.get,KAFKA_BOOTSTRAP_SERVERS,true,'',"bootstrap = os.environ.get(""KAFKA_BOOTSTRAP_SERVERS"", """").strip()"
src/omnimarket/nodes/node_overnight/handlers/overseer_tick.py,61,os.environ.get,OMNI_HOME,false,,"env = os.environ.get(""OMNI_HOME"")"
src/omnimarket/nodes/node_overseer_verifier/handlers/handler_overseer_verifier.py,580,os.environ.get,GITHUB_SHA,true,'',"raw_sha = os.environ.get(""GITHUB_SHA"", """")"
src/omnimarket/nodes/node_pipeline_fill/handlers/handler_pipeline_fill.py,52,os.environ.get,LINEAR_ACTIVE_SPRINT_PROJECT_ID,true,'1af15047-d06a-4ffc-855d-da70ff124dba',_ACTIVE_SPRINT_PROJECT_ID = os.environ.get(
src/omnimarket/nodes/node_pipeline_fill/handlers/handler_pipeline_fill.py,164,os.environ.get,OMNI_HOME,true,'',"omni_home = os.environ.get(""OMNI_HOME"", """")"
src/omnimarket/nodes/node_pipeline_fill/handlers/handler_pipeline_fill.py,102,os.environ.get,LINEAR_API_KEY,true,'',"self._api_key = api_key or os.environ.get(""LINEAR_API_KEY"", """")"
src/omnimarket/nodes/node_platform_diagnostics/handlers/dimension_checks.py,37,os.environ.get,OMNI_HOME,true,os.path.expanduser('~/Code/omni_home'),"_OMNI_HOME = os.environ.get(""OMNI_HOME"", os.path.expanduser(""~/Code/omni_home""))"
src/omnimarket/nodes/node_platform_diagnostics/handlers/dimension_checks.py,38,os.environ.get,ONEX_DASHBOARD_API,true,'http://192.168.86.201:3000',"_DASHBOARD_API = os.environ.get(""ONEX_DASHBOARD_API"", ""http://192.168.86.201:3000"")"
src/omnimarket/nodes/node_platform_diagnostics/handlers/dimension_checks.py,39,os.environ.get,GITHUB_TOKEN,true,'',"_GITHUB_TOKEN = os.environ.get(""GITHUB_TOKEN"", """")"
src/omnimarket/nodes/node_platform_readiness/handlers/dimension_checks.py,40,os.environ.get,OMNI_HOME,true,os.path.expanduser('~/Code/omni_home'),"_OMNI_HOME = os.environ.get(""OMNI_HOME"", os.path.expanduser(""~/Code/omni_home""))"
src/omnimarket/nodes/node_platform_readiness/handlers/dimension_checks.py,41,os.environ.get,ONEX_RUNTIME_API,true,'http://192.168.86.201:8080',"_RUNTIME_API = os.environ.get(""ONEX_RUNTIME_API"", ""http://192.168.86.201:8080"")"
src/omnimarket/nodes/node_platform_readiness/handlers/dimension_checks.py,42,os.environ.get,ONEX_DASHBOARD_API,true,'http://192.168.86.201:3000',"_DASHBOARD_API = os.environ.get(""ONEX_DASHBOARD_API"", ""http://192.168.86.201:3000"")"
src/omnimarket/nodes/node_platform_readiness/handlers/dimension_checks.py,43,os.environ.get,GITHUB_TOKEN,true,'',"_GITHUB_TOKEN = os.environ.get(""GITHUB_TOKEN"", """")"
src/omnimarket/nodes/node_platform_readiness/handlers/handler_platform_readiness.py,31,os.environ.get,ONEX_INFRA_SSH_TARGET,true,'jonah@192.168.86.201',"_INFRA_SSH_TARGET = os.environ.get(""ONEX_INFRA_SSH_TARGET"", ""jonah@192.168.86.201"")"
src/omnimarket/nodes/node_platform_readiness/handlers/handler_platform_readiness.py,308,os.environ.get,OMNI_HOME,false,,"omni_home_env = os.environ.get(""OMNI_HOME"")"
src/omnimarket/nodes/node_pr_lifecycle_fix_effect/handlers/adapter_pr_polish_dispatch.py,117,os.environ.get,ONEX_STATE_DIR,true,str(Path.home() / '.onex_state'),"return Path(os.environ.get(""ONEX_STATE_DIR"", str(Path.home() / "".onex_state"")))"
src/omnimarket/nodes/node_pr_lifecycle_merge_effect/handlers/adapter_github_merge_queue.py,257,os.environ.get,ONEX_STATE_DIR,true,'.onex_state',"base = Path(os.environ.get(""ONEX_STATE_DIR"", "".onex_state""))"
src/omnimarket/nodes/node_pr_lifecycle_merge_effect/handlers/adapter_github_merge_queue.py,311,os.environ.get,ONEX_STATE_DIR,true,'.onex_state',"base = Path(os.environ.get(""ONEX_STATE_DIR"", "".onex_state""))"
src/omnimarket/nodes/node_pr_lifecycle_orchestrator/consumer.py,200,os.environ.get,KAFKA_BOOTSTRAP_SERVERS,true,"os.environ.get('KAFKA_BROKER', 'localhost:9092')",broker = os.environ.get(
src/omnimarket/nodes/node_pr_lifecycle_orchestrator/consumer.py,204,os.environ.get,PR_LIFECYCLE_GROUP,true,_DEFAULT_GROUP,"group_id = os.environ.get(""PR_LIFECYCLE_GROUP"", _DEFAULT_GROUP)"
src/omnimarket/nodes/node_pr_lifecycle_orchestrator/consumer.py,202,os.environ.get,KAFKA_BROKER,true,'localhost:9092',"os.environ.get(""KAFKA_BROKER"", ""localhost:9092""),"
src/omnimarket/nodes/node_pr_lifecycle_orchestrator/handlers/handler_pr_lifecycle_orchestrator.py,1303,os.environ.get,ONEX_STATE_DIR,true,os.path.expanduser('~/.onex_state'),state_dir = os.environ.get(
src/omnimarket/nodes/node_pr_lifecycle_orchestrator/handlers/handler_pr_lifecycle_orchestrator.py,1283,os.environ.get,ONEX_OCC_MERGE_SHA,true,'',"env_value = os.environ.get(""ONEX_OCC_MERGE_SHA"", """").strip()"
src/omnimarket/nodes/node_pr_polish/workflow_runner.py,191,os.environ.get,ONEX_STATE_DIR,true,str(Path.home() / '.onex_state'),"state_dir = Path(os.environ.get(""ONEX_STATE_DIR"", str(Path.home() / "".onex_state"")))"
src/omnimarket/nodes/node_pr_review_bot/adapter_github_bridge.py,237,os.environ.get,self._token_env_var,true,'',"token = os.environ.get(self._token_env_var, """")"
src/omnimarket/nodes/node_pr_review_bot/handlers/handler_diff_fetcher.py,61,os.environ.get,GITHUB_TOKEN,true,'',"default_factory=lambda: os.environ.get(""GITHUB_TOKEN"", """")"
src/omnimarket/nodes/node_pr_review_bot/handlers/handler_diff_fetcher.py,64,os.environ.get,GITHUB_API_BASE,true,'https://api.github.com',default_factory=lambda: os.environ.get(
src/omnimarket/nodes/node_pr_review_bot/handlers/handler_judge_verifier.py,175,os.environ.get,self._judge_base_url_env,true,'',"url = os.environ.get(self._judge_base_url_env, """")"
src/omnimarket/nodes/node_pr_review_bot/workflow_runner.py,284,os.environ[],env_var,false,,os.environ[env_var] = token
src/omnimarket/nodes/node_pr_review_bot/workflow_runner.py,183,os.environ.get,GITHUB_TOKEN,true,'',"token = github_token or os.environ.get(""GITHUB_TOKEN"", """")"
src/omnimarket/nodes/node_pr_snapshot_effect/handlers/handler_pr_snapshot.py,162,os.environ.get,OMNI_HOME,true,str(Path.home() / 'Code' / 'omni_home'),"omni_home = os.environ.get(""OMNI_HOME"", str(Path.home() / ""Code"" / ""omni_home""))"
src/omnimarket/nodes/node_projection_llm_cost/consumer.py,336,os.environ.get,OMNIDASH_ANALYTICS_DB_URL,false,,"dsn = os.environ.get(""OMNIDASH_ANALYTICS_DB_URL"")"
src/omnimarket/nodes/node_projection_llm_cost/consumer.py,339,os.environ.get,POSTGRES_HOST,true,'192.168.86.201',"host = os.environ.get(""POSTGRES_HOST"", ""192.168.86.201"")"
src/omnimarket/nodes/node_projection_llm_cost/consumer.py,340,os.environ.get,POSTGRES_PORT,true,'5436',"port = os.environ.get(""POSTGRES_PORT"", ""5436"")"
src/omnimarket/nodes/node_projection_llm_cost/consumer.py,341,os.environ.get,POSTGRES_USER,true,'postgres',"user = os.environ.get(""POSTGRES_USER"", ""postgres"")"
src/omnimarket/nodes/node_projection_llm_cost/consumer.py,342,os.environ[],POSTGRES_PASSWORD,false,,"password = os.environ[""POSTGRES_PASSWORD""]"
src/omnimarket/nodes/node_projection_llm_cost/consumer.py,343,os.environ.get,POSTGRES_DB,true,'omnibase_infra',"db = os.environ.get(""POSTGRES_DB"", ""omnibase_infra"")"
src/omnimarket/nodes/node_projection_llm_cost/consumer.py,358,os.environ.get,KAFKA_BOOTSTRAP_SERVERS,true,'localhost:9092',"default=os.environ.get(""KAFKA_BOOTSTRAP_SERVERS"", ""localhost:9092""),"
src/omnimarket/nodes/node_projection_llm_cost/consumer.py,363,os.environ.get,KAFKA_CONSUMER_GROUP,true,CONSUMER_GROUP,"default=os.environ.get(""KAFKA_CONSUMER_GROUP"", CONSUMER_GROUP),"
src/omnimarket/nodes/node_projection_llm_cost/handlers/handler_projection_llm_cost.py,212,os.environ.get,OMNI_PRICING_MANIFEST_PATH,false,,"configured = os.environ.get(""OMNI_PRICING_MANIFEST_PATH"")"
src/omnimarket/nodes/node_projection_llm_cost/handlers/handler_projection_llm_cost.py,216,os.environ.get,OMNI_HOME,false,,"omni_home = os.environ.get(""OMNI_HOME"")"
src/omnimarket/nodes/node_rebase_effect/handlers/handler_rebase.py,47,os.environ.get,ONEX_REBASE_SOURCE_CLONE_ROOT,false,,"if val := os.environ.get(""ONEX_REBASE_SOURCE_CLONE_ROOT""):"
src/omnimarket/nodes/node_rebase_effect/handlers/handler_rebase.py,49,os.environ.get,OMNI_HOME,false,,"if val := os.environ.get(""OMNI_HOME""):"
src/omnimarket/nodes/node_rebase_effect/handlers/handler_rebase.py,60,os.environ.get,ONEX_REBASE_WORKTREE_ROOT,true,'/tmp/onex-rebase',"return Path(os.environ.get(""ONEX_REBASE_WORKTREE_ROOT"", ""/tmp/onex-rebase""))"
src/omnimarket/nodes/node_redeploy/handlers/handler_redeploy_kafka.py,298,os.environ.get,KAFKA_BOOTSTRAP_SERVERS,true,'',"bootstrap = os.environ.get(""KAFKA_BOOTSTRAP_SERVERS"", """").strip()"
src/omnimarket/nodes/node_redeploy/handlers/handler_redeploy_kafka.py,310,os.environ.get,KAFKA_ENVIRONMENT,true,'production',"environment=os.environ.get(""KAFKA_ENVIRONMENT"", ""production""),"
src/omnimarket/nodes/node_retention_cleanup/__main__.py,43,os.environ.get,OMNIDASH_ANALYTICS_DB_URL,true,'',"db_url = args.db_url or os.environ.get(""OMNIDASH_ANALYTICS_DB_URL"", """")"
src/omnimarket/nodes/node_runtime_sweep/__main__.py,98,os.environ.get,OMNI_HOME,true,'/Volumes/PRO-G40/Code/omni_home',"omni_home = os.environ.get(""OMNI_HOME"", ""/Volumes/PRO-G40/Code/omni_home"")"
src/omnimarket/nodes/node_session_bootstrap/dod_verification_registry.py,178,os.environ.get,ONEX_WORKTREES_ROOT,true,'',"worktrees_root = os.environ.get(""ONEX_WORKTREES_ROOT"", """")"
src/omnimarket/nodes/node_session_orchestrator/handlers/handler_session_orchestrator.py,60,os.environ.get,name,true,'',"val = os.environ.get(name, """")"
src/omnimarket/nodes/node_session_orchestrator/handlers/handler_session_orchestrator.py,78,os.environ.get,SSH_STRICT_HOST_KEY_CHECKING,true,'accept-new',"return os.environ.get(""SSH_STRICT_HOST_KEY_CHECKING"", ""accept-new"")"
src/omnimarket/nodes/node_session_orchestrator/handlers/handler_session_orchestrator.py,325,os.environ.get,POSTGRES_PASSWORD,true,'',"pg_pass = os.environ.get(""POSTGRES_PASSWORD"", """")"
src/omnimarket/nodes/node_session_orchestrator/handlers/handler_session_orchestrator.py,355,os.environ.get,OMNI_HOME,false,,"omni_home = os.environ.get(""OMNI_HOME"")"
src/omnimarket/nodes/node_session_orchestrator/handlers/handler_session_orchestrator.py,435,os.environ.get,LINEAR_API_KEY,true,'',"linear_key = os.environ.get(""LINEAR_API_KEY"", """")"
src/omnimarket/nodes/node_session_orchestrator/handlers/handler_session_orchestrator.py,727,os.environ.get,OMNI_HOME,true,'',"omni_home = os.environ.get(""OMNI_HOME"", """")"
src/omnimarket/nodes/node_session_orchestrator/handlers/handler_session_orchestrator.py,1050,os.environ.get,ONEX_SESSION_ORCHESTRATOR_LINEAR_FIXTURE,true,'',"fixture_path = os.environ.get(""ONEX_SESSION_ORCHESTRATOR_LINEAR_FIXTURE"", """")"
src/omnimarket/nodes/node_session_orchestrator/handlers/handler_session_orchestrator.py,1069,os.environ.get,LINEAR_API_KEY,true,'',"linear_key = os.environ.get(""LINEAR_API_KEY"", """")"
src/omnimarket/nodes/node_session_orchestrator/tests/test_session_orchestrator_silent_zero.py,347,os.environ.get,LINEAR_API_KEY,true,'',"key = os.environ.get(""LINEAR_API_KEY"", """")"
src/omnimarket/nodes/node_session_orchestrator/tests/test_session_orchestrator_silent_zero.py,359,os.environ[],LINEAR_API_KEY,false,,"key = os.environ[""LINEAR_API_KEY""]"
src/omnimarket/nodes/node_thread_reply_effect/handlers/handler_thread_reply.py,60,os.environ.get,LLM_CODER_URL,true,'http://192.168.86.201:8000',"""base_url"": os.environ.get(""LLM_CODER_URL"", ""http://192.168.86.201:8000""),"
src/omnimarket/nodes/node_thread_reply_effect/handlers/handler_thread_reply.py,64,os.environ.get,LLM_GLM_URL,true,'https://api.z.ai',"""base_url"": os.environ.get(""LLM_GLM_URL"", ""https://api.z.ai""),"
src/omnimarket/nodes/node_thread_reply_effect/handlers/handler_thread_reply.py,68,os.environ.get,LLM_CODER_FAST_URL,true,'http://192.168.86.201:8001',"""base_url"": os.environ.get(""LLM_CODER_FAST_URL"", ""http://192.168.86.201:8001""),"
src/omnimarket/nodes/node_thread_reply_effect/handlers/handler_thread_reply.py,164,os.environ.get,ONEX_CI_MODE,true,'',"ci_mode = os.environ.get(""ONEX_CI_MODE"", """").lower() in (""1"", ""true"", ""yes"")"
src/omnimarket/nodes/node_thread_reply_effect/handlers/handler_thread_reply.py,167,os.environ.get,ONEX_THREAD_REPLY_DIRECT_POST,true,'',"direct_post = os.environ.get(""ONEX_THREAD_REPLY_DIRECT_POST"", """").lower() in ("
src/omnimarket/nodes/node_ticket_work/handlers/handler_ticket_work.py,452,os.environ.get,OMNI_HOME,true,'',"omni_home = os.environ.get(""OMNI_HOME"", """")"
src/omnimarket/nodes/node_verification_receipt_generator/handlers/handler_verification_receipt.py,59,os.environ.get,GH_PAT,true,'',"token = os.environ.get(""GH_PAT"", """")"
src/omnimarket/nodes/node_worker_stall_recovery/handlers/handler_stall_recovery.py,27,os.environ.get,OMNI_HOME,false,,"omni_home = os.environ.get(""OMNI_HOME"")"
src/omnimarket/projection/runner.py,170,os.environ.get,KAFKA_BROKERS_ENV,true,'localhost:9092',"brokers = os.environ.get(KAFKA_BROKERS_ENV, ""localhost:9092"")"
src/omnimarket/projection/runner.py,128,os.environ.get,KAFKA_CONSUMER_GROUP,true,DEFAULT_GROUP_ID,self._group_id = group_id or os.environ.get(
src/omnimarket/validators/event_registry_drift.py,62,os.environ.get,OMNI_HOME,false,,"omni_home = os.environ.get(""OMNI_HOME"")"
