file,line,pattern_type,key_or_value,default_value,severity
src/omnimarket/nodes/node_overnight/consumer.py,194,env_var,KAFKA_BOOTSTRAP_SERVERS,"os.environ.get('KAFKA_BROKER', 'localhost:9092')",
src/omnimarket/nodes/node_overnight/consumer.py,198,env_var,OVERNIGHT_GROUP,_DEFAULT_GROUP,
src/omnimarket/nodes/node_overnight/consumer.py,196,env_var,KAFKA_BROKER,'localhost:9092',
src/omnimarket/nodes/node_overnight/handlers/overseer_tick.py,61,env_var,OMNI_HOME,,S1
src/omnimarket/nodes/node_overseer_benchmarker/handlers/handler_overseer_benchmarker.py,34,env_var,ONEX_STATE_ROOT,,S1
src/omnimarket/nodes/node_overseer_verifier/handlers/handler_overseer_verifier.py,580,env_var,GITHUB_SHA,'',
src/omnimarket/nodes/node_pipeline_fill/handlers/handler_pipeline_fill.py,52,env_var,LINEAR_ACTIVE_SPRINT_PROJECT_ID,'1af15047-d06a-4ffc-855d-da70ff124dba',
src/omnimarket/nodes/node_pipeline_fill/handlers/handler_pipeline_fill.py,164,env_var,OMNI_HOME,'',
src/omnimarket/nodes/node_pipeline_fill/handlers/handler_pipeline_fill.py,102,env_var,LINEAR_API_KEY,'',
src/omnimarket/nodes/node_platform_diagnostics/handlers/dimension_checks.py,37,env_var,OMNI_HOME,os.path.expanduser('~/Code/omni_home'),S2
src/omnimarket/nodes/node_platform_diagnostics/handlers/dimension_checks.py,38,env_var,ONEX_DASHBOARD_API,'http://192.168.86.201:3000',S2
src/omnimarket/nodes/node_platform_diagnostics/handlers/dimension_checks.py,39,env_var,GITHUB_TOKEN,'',
src/omnimarket/nodes/node_platform_readiness/handlers/dimension_checks.py,40,env_var,OMNI_HOME,os.path.expanduser('~/Code/omni_home'),S2
src/omnimarket/nodes/node_platform_readiness/handlers/dimension_checks.py,41,env_var,ONEX_RUNTIME_API,'http://192.168.86.201:8080',S2
src/omnimarket/nodes/node_platform_readiness/handlers/dimension_checks.py,42,env_var,ONEX_DASHBOARD_API,'http://192.168.86.201:3000',S2
src/omnimarket/nodes/node_platform_readiness/handlers/dimension_checks.py,43,env_var,GITHUB_TOKEN,'',
src/omnimarket/nodes/node_platform_readiness/handlers/handler_platform_readiness.py,31,env_var,ONEX_INFRA_SSH_TARGET,'jonah@192.168.86.201',S2
src/omnimarket/nodes/node_platform_readiness/handlers/handler_platform_readiness.py,308,env_var,OMNI_HOME,,S1
src/omnimarket/nodes/node_pr_lifecycle_fix_effect/handlers/adapter_pr_polish_dispatch.py,117,env_var,ONEX_STATE_DIR,str(Path.home() / '.onex_state'),
src/omnimarket/nodes/node_pr_lifecycle_merge_effect/handlers/adapter_github_merge_queue.py,257,env_var,ONEX_STATE_DIR,'.onex_state',
src/omnimarket/nodes/node_pr_lifecycle_merge_effect/handlers/adapter_github_merge_queue.py,311,env_var,ONEX_STATE_DIR,'.onex_state',
src/omnimarket/nodes/node_pr_lifecycle_orchestrator/consumer.py,200,env_var,KAFKA_BOOTSTRAP_SERVERS,"os.environ.get('KAFKA_BROKER', 'localhost:9092')",
src/omnimarket/nodes/node_pr_lifecycle_orchestrator/consumer.py,204,env_var,PR_LIFECYCLE_GROUP,_DEFAULT_GROUP,
src/omnimarket/nodes/node_pr_lifecycle_orchestrator/consumer.py,202,env_var,KAFKA_BROKER,'localhost:9092',
src/omnimarket/nodes/node_pr_lifecycle_orchestrator/handlers/handler_pr_lifecycle_orchestrator.py,1303,env_var,ONEX_STATE_DIR,os.path.expanduser('~/.onex_state'),
src/omnimarket/nodes/node_pr_lifecycle_orchestrator/handlers/handler_pr_lifecycle_orchestrator.py,1283,env_var,ONEX_OCC_MERGE_SHA,'',
src/omnimarket/nodes/node_pr_polish/workflow_runner.py,191,env_var,ONEX_STATE_DIR,str(Path.home() / '.onex_state'),
src/omnimarket/nodes/node_pr_review_bot/adapter_github_bridge.py,237,env_var,self._token_env_var,'',
src/omnimarket/nodes/node_pr_review_bot/handlers/handler_diff_fetcher.py,61,env_var,GITHUB_TOKEN,'',
src/omnimarket/nodes/node_pr_review_bot/handlers/handler_diff_fetcher.py,64,env_var,GITHUB_API_BASE,'https://api.github.com',
src/omnimarket/nodes/node_pr_review_bot/handlers/handler_judge_verifier.py,175,env_var,self._judge_base_url_env,'',
src/omnimarket/nodes/node_pr_review_bot/workflow_runner.py,284,env_var,env_var,,S1
src/omnimarket/nodes/node_pr_review_bot/workflow_runner.py,183,env_var,GITHUB_TOKEN,'',
src/omnimarket/nodes/node_pr_snapshot_effect/handlers/handler_pr_snapshot.py,162,env_var,OMNI_HOME,str(Path.home() / 'Code' / 'omni_home'),S2
src/omnimarket/nodes/node_projection_llm_cost/consumer.py,336,env_var,OMNIDASH_ANALYTICS_DB_URL,,S1
src/omnimarket/nodes/node_projection_llm_cost/consumer.py,339,env_var,POSTGRES_HOST,'192.168.86.201',S2
src/omnimarket/nodes/node_projection_llm_cost/consumer.py,340,env_var,POSTGRES_PORT,'5436',
src/omnimarket/nodes/node_projection_llm_cost/consumer.py,341,env_var,POSTGRES_USER,'postgres',
src/omnimarket/nodes/node_projection_llm_cost/consumer.py,342,env_var,POSTGRES_PASSWORD,,S1
src/omnimarket/nodes/node_projection_llm_cost/consumer.py,343,env_var,POSTGRES_DB,'omnibase_infra',
src/omnimarket/nodes/node_projection_llm_cost/consumer.py,358,env_var,KAFKA_BOOTSTRAP_SERVERS,'localhost:9092',
src/omnimarket/nodes/node_projection_llm_cost/consumer.py,363,env_var,KAFKA_CONSUMER_GROUP,CONSUMER_GROUP,
src/omnimarket/nodes/node_projection_llm_cost/consumer.py,339,lan_ip,192.168.86.201,,S1
src/omnimarket/nodes/node_projection_llm_cost/handlers/handler_projection_llm_cost.py,212,env_var,OMNI_PRICING_MANIFEST_PATH,,S1
src/omnimarket/nodes/node_projection_llm_cost/handlers/handler_projection_llm_cost.py,216,env_var,OMNI_HOME,,S1
src/omnimarket/nodes/node_rebase_effect/handlers/handler_rebase.py,47,env_var,ONEX_REBASE_SOURCE_CLONE_ROOT,,S1
src/omnimarket/nodes/node_rebase_effect/handlers/handler_rebase.py,49,env_var,OMNI_HOME,,S1
src/omnimarket/nodes/node_rebase_effect/handlers/handler_rebase.py,60,env_var,ONEX_REBASE_WORKTREE_ROOT,'/tmp/onex-rebase',
src/omnimarket/nodes/node_redeploy/handlers/handler_redeploy_kafka.py,298,env_var,KAFKA_BOOTSTRAP_SERVERS,'',
src/omnimarket/nodes/node_redeploy/handlers/handler_redeploy_kafka.py,310,env_var,KAFKA_ENVIRONMENT,'production',
src/omnimarket/nodes/node_retention_cleanup/__main__.py,43,env_var,OMNIDASH_ANALYTICS_DB_URL,'',
src/omnimarket/nodes/node_runtime_sweep/__main__.py,98,env_var,OMNI_HOME,'/Volumes/PRO-G40/Code/omni_home',S2
src/omnimarket/nodes/node_runtime_sweep/__main__.py,98,hardcoded_path,/Volumes/PRO-G40/Code/omni_home,,S1
src/omnimarket/nodes/node_session_bootstrap/dod_verification_registry.py,178,env_var,ONEX_WORKTREES_ROOT,'',
src/omnimarket/nodes/node_session_orchestrator/consumer.py,194,env_var,KAFKA_BOOTSTRAP_SERVERS,"os.environ.get('KAFKA_BROKER', 'localhost:9092')",
src/omnimarket/nodes/node_session_orchestrator/consumer.py,198,env_var,SESSION_ORCH_GROUP,_DEFAULT_GROUP,
src/omnimarket/nodes/node_session_orchestrator/consumer.py,196,env_var,KAFKA_BROKER,'localhost:9092',
src/omnimarket/nodes/node_session_orchestrator/handlers/handler_session_orchestrator.py,64,env_var,name,'',
src/omnimarket/nodes/node_session_orchestrator/handlers/handler_session_orchestrator.py,82,env_var,SSH_STRICT_HOST_KEY_CHECKING,'accept-new',
src/omnimarket/nodes/node_session_orchestrator/handlers/handler_session_orchestrator.py,329,env_var,POSTGRES_PASSWORD,'',
src/omnimarket/nodes/node_session_orchestrator/handlers/handler_session_orchestrator.py,359,env_var,OMNI_HOME,,S1
src/omnimarket/nodes/node_session_orchestrator/handlers/handler_session_orchestrator.py,439,env_var,LINEAR_API_KEY,'',
src/omnimarket/nodes/node_session_orchestrator/handlers/handler_session_orchestrator.py,731,env_var,OMNI_HOME,'',
src/omnimarket/nodes/node_session_orchestrator/handlers/handler_session_orchestrator.py,1054,env_var,ONEX_SESSION_ORCHESTRATOR_LINEAR_FIXTURE,'',
src/omnimarket/nodes/node_session_orchestrator/handlers/handler_session_orchestrator.py,1073,env_var,LINEAR_API_KEY,'',
src/omnimarket/nodes/node_session_orchestrator/tests/test_session_orchestrator_silent_zero.py,347,env_var,LINEAR_API_KEY,'',
src/omnimarket/nodes/node_session_orchestrator/tests/test_session_orchestrator_silent_zero.py,359,env_var,LINEAR_API_KEY,,S1
src/omnimarket/nodes/node_thread_reply_effect/handlers/handler_thread_reply.py,60,env_var,LLM_CODER_URL,'http://192.168.86.201:8000',S2
src/omnimarket/nodes/node_thread_reply_effect/handlers/handler_thread_reply.py,64,env_var,LLM_GLM_URL,'https://api.z.ai',
src/omnimarket/nodes/node_thread_reply_effect/handlers/handler_thread_reply.py,68,env_var,LLM_CODER_FAST_URL,'http://192.168.86.201:8001',S2
src/omnimarket/nodes/node_thread_reply_effect/handlers/handler_thread_reply.py,164,env_var,ONEX_CI_MODE,'',
src/omnimarket/nodes/node_thread_reply_effect/handlers/handler_thread_reply.py,167,env_var,ONEX_THREAD_REPLY_DIRECT_POST,'',
src/omnimarket/nodes/node_ticket_work/handlers/handler_ticket_work.py,452,env_var,OMNI_HOME,'',
src/omnimarket/nodes/node_ticket_work/handlers/handler_ticket_work.py,68,hardcoded_path,/Volumes/PRO-G40/Code/omni_worktrees,,S1
src/omnimarket/nodes/node_verification_receipt_generator/handlers/handler_verification_receipt.py,59,env_var,GH_PAT,'',
src/omnimarket/nodes/node_worker_stall_recovery/handlers/handler_stall_recovery.py,27,env_var,OMNI_HOME,,S1
src/omnimarket/projection/runner.py,170,env_var,KAFKA_BROKERS_ENV,'localhost:9092',
src/omnimarket/projection/runner.py,128,env_var,KAFKA_CONSUMER_GROUP,DEFAULT_GROUP_ID,
src/omnimarket/validators/event_registry_drift.py,62,env_var,OMNI_HOME,,S1
